comuna|fraccion|radio|nombre
1|19|9|NULL
1|20|9|NULL
1|21|9|NULL
1|22|9|NULL
1|23|9|NULL
1|25|9|NULL
1|26|9|NULL
1|27|9|NULL
1|28|9|NULL
1|29|9|NULL
2|4|9|NULL
2|5|9|NULL
2|6|9|NULL
2|7|9|NULL
2|9|9|NULL
2|10|9|NULL
2|14|9|NULL
2|17|9|NULL
2|20|9|NULL
2|23|9|NULL
2|25|9|NULL
3|1|9|NULL
3|2|9|NULL
3|3|9|NULL
3|7|9|NULL
3|8|9|NULL
3|9|9|NULL
3|10|9|NULL
3|12|9|NULL
3|13|9|NULL
3|14|9|NULL
3|15|9|NULL
3|16|9|NULL
3|17|9|NULL
3|18|9|NULL
3|19|9|NULL
3|20|9|NULL
3|21|9|NULL
3|22|9|NULL
3|23|9|NULL
3|24|9|NULL
3|25|9|NULL
3|26|9|NULL
4|1|9|NULL
4|2|9|NULL
4|3|9|NULL
4|4|9|NULL
4|5|9|NULL
4|6|9|NULL
4|7|9|NULL
4|8|9|NULL
4|10|9|NULL
4|11|9|NULL
4|12|9|NULL
4|13|9|NULL
4|14|9|NULL
4|15|9|NULL
4|16|9|NULL
4|17|9|NULL
4|19|9|NULL
4|20|9|NULL
4|21|9|NULL
4|22|9|NULL
4|23|9|NULL
5|1|9|NULL
5|2|9|NULL
5|3|9|NULL
5|4|9|NULL
5|8|9|NULL
5|9|9|NULL
5|10|9|NULL
5|11|9|NULL
5|13|9|NULL
5|14|9|NULL
5|15|9|NULL
5|16|9|NULL
5|17|9|NULL
5|18|9|NULL
5|19|9|NULL
5|20|9|NULL
5|21|9|NULL
5|22|9|NULL
6|1|9|NULL
6|2|9|NULL
6|3|9|NULL
6|4|9|NULL
6|5|9|NULL
6|6|9|NULL
6|7|9|NULL
6|8|9|NULL
6|9|9|NULL
6|10|9|NULL
6|11|9|NULL
6|12|9|NULL
6|13|9|NULL
6|14|9|NULL
6|15|9|NULL
6|16|9|NULL
6|18|9|NULL
6|20|9|NULL
6|21|9|NULL
7|1|9|NULL
7|2|9|NULL
7|3|9|NULL
7|4|9|NULL
7|5|9|NULL
7|6|9|NULL
7|7|9|NULL
7|9|9|NULL
7|10|9|NULL
7|11|9|NULL
7|12|9|NULL
7|13|9|NULL
7|14|9|NULL
7|15|9|NULL
7|16|9|NULL
7|17|9|NULL
7|18|9|NULL
7|20|9|NULL
7|21|9|NULL
7|22|9|NULL
7|23|9|NULL
7|24|9|NULL
8|1|9|NULL
8|2|9|NULL
8|3|9|NULL
8|4|9|NULL
8|5|9|NULL
8|6|9|NULL
8|7|9|NULL
8|8|9|NULL
8|9|9|NULL
8|13|9|NULL
8|14|9|NULL
8|15|9|NULL
8|16|9|NULL
9|1|9|NULL
9|2|9|NULL
9|3|9|NULL
9|4|9|NULL
9|5|9|NULL
9|6|9|NULL
9|7|9|NULL
9|8|9|NULL
9|9|9|NULL
9|10|9|NULL
9|11|9|NULL
9|12|9|NULL
9|14|9|NULL
9|15|9|NULL
9|16|9|NULL
10|4|9|NULL
10|5|9|NULL
10|6|9|NULL
10|7|9|NULL
10|8|9|NULL
10|9|9|NULL
10|10|9|NULL
10|11|9|NULL
10|12|9|NULL
10|13|9|NULL
10|14|9|NULL
10|15|9|NULL
10|16|9|NULL
10|17|9|NULL
10|18|9|NULL
10|19|9|NULL
11|1|9|NULL
11|2|9|NULL
11|3|9|NULL
11|4|9|NULL
11|5|9|NULL
11|6|9|NULL
11|7|9|NULL
11|8|9|NULL
11|9|9|NULL
11|10|9|NULL
11|11|9|NULL
11|12|9|NULL
11|13|9|NULL
11|15|9|NULL
11|16|9|NULL
11|18|9|NULL
11|19|9|NULL
11|20|9|NULL
11|21|9|NULL
11|22|9|NULL
12|1|9|NULL
12|2|9|NULL
12|3|9|NULL
12|4|9|NULL
12|5|9|NULL
12|6|9|NULL
12|7|9|NULL
12|8|9|NULL
12|10|9|NULL
12|11|9|NULL
12|12|9|NULL
12|13|9|NULL
12|14|9|NULL
12|15|9|NULL
12|16|9|NULL
12|17|9|NULL
12|18|9|NULL
12|19|9|NULL
12|20|9|NULL
12|21|9|NULL
12|22|9|NULL
13|1|9|NULL
13|2|9|NULL
13|3|9|NULL
13|4|9|NULL
13|5|9|NULL
13|7|9|NULL
13|8|9|NULL
13|9|9|NULL
13|10|9|NULL
13|12|9|NULL
13|13|9|NULL
13|14|9|NULL
13|15|9|NULL
13|16|9|NULL
13|17|9|NULL
13|18|9|NULL
13|19|9|NULL
13|20|9|NULL
13|21|9|NULL
13|22|9|NULL
13|23|9|NULL
13|24|9|NULL
13|26|9|NULL
13|27|9|NULL
13|28|9|NULL
13|29|9|NULL
14|1|9|NULL
14|2|9|NULL
14|3|9|NULL
14|4|9|NULL
14|5|9|NULL
14|6|9|NULL
14|7|9|NULL
14|8|9|NULL
14|9|9|NULL
14|11|9|NULL
14|12|9|NULL
14|13|9|NULL
14|14|9|NULL
14|21|9|NULL
14|22|9|NULL
14|23|9|NULL
14|24|9|NULL
14|25|9|NULL
14|28|9|NULL
14|29|9|NULL
14|30|9|NULL
14|31|9|NULL
15|1|9|NULL
15|2|9|NULL
15|3|9|NULL
15|4|9|NULL
15|5|9|NULL
15|7|9|NULL
15|8|9|NULL
15|9|9|NULL
15|10|9|NULL
15|11|9|NULL
15|12|9|NULL
15|13|9|NULL
15|14|9|NULL
15|15|9|NULL
15|16|9|NULL
15|17|9|NULL
15|18|9|NULL
15|19|9|NULL
15|20|9|NULL
15|21|9|NULL
4|24|9|NULL
4|25|9|NULL
8|18|9|NULL
1|30|9|NULL
4|28|9|NULL
1|2|10|NULL
1|3|10|NULL
1|6|10|NULL
1|7|10|NULL
1|8|10|NULL
1|9|10|NULL
1|10|10|NULL
1|11|10|NULL
1|12|10|NULL
1|13|10|NULL
1|14|10|NULL
1|15|10|NULL
1|16|10|NULL
1|17|10|NULL
1|20|10|NULL
1|21|10|NULL
1|22|10|NULL
1|23|10|NULL
1|25|10|NULL
1|27|10|NULL
1|28|10|NULL
2|4|10|NULL
2|6|10|NULL
2|14|10|NULL
2|25|10|NULL
3|1|10|NULL
3|2|10|NULL
3|3|10|NULL
3|8|10|NULL
3|9|10|NULL
3|12|10|NULL
3|13|10|NULL
3|18|10|NULL
3|19|10|NULL
3|20|10|NULL
3|21|10|NULL
3|23|10|NULL
3|25|10|NULL
4|1|10|NULL
4|2|10|NULL
4|3|10|NULL
4|4|10|NULL
4|5|10|NULL
4|6|10|NULL
4|7|10|NULL
4|8|10|NULL
4|12|10|NULL
4|13|10|NULL
4|15|10|NULL
4|16|10|NULL
4|17|10|NULL
4|19|10|NULL
4|20|10|NULL
4|21|10|NULL
4|22|10|NULL
4|23|10|NULL
5|1|10|NULL
5|2|10|NULL
5|3|10|NULL
5|9|10|NULL
5|10|10|NULL
5|11|10|NULL
5|16|10|NULL
5|17|10|NULL
5|18|10|NULL
5|19|10|NULL
5|20|10|NULL
5|21|10|NULL
5|22|10|NULL
6|1|10|NULL
6|2|10|NULL
6|3|10|NULL
6|4|10|NULL
6|5|10|NULL
6|7|10|NULL
6|8|10|NULL
6|9|10|NULL
6|10|10|NULL
6|11|10|NULL
6|12|10|NULL
6|13|10|NULL
6|14|10|NULL
6|15|10|NULL
6|16|10|NULL
6|20|10|NULL
6|21|10|NULL
7|1|10|NULL
7|3|10|NULL
7|4|10|NULL
7|5|10|NULL
7|7|10|NULL
7|9|10|NULL
7|10|10|NULL
7|11|10|NULL
7|13|10|NULL
7|14|10|NULL
7|15|10|NULL
7|17|10|NULL
7|18|10|NULL
7|20|10|NULL
7|21|10|NULL
7|22|10|NULL
7|23|10|NULL
7|24|10|NULL
8|1|10|NULL
8|2|10|NULL
8|3|10|NULL
8|4|10|NULL
8|5|10|NULL
8|6|10|NULL
8|7|10|NULL
8|8|10|NULL
8|13|10|NULL
8|14|10|NULL
8|15|10|NULL
8|16|10|NULL
9|2|10|NULL
9|3|10|NULL
9|4|10|NULL
9|5|10|NULL
9|6|10|NULL
9|7|10|NULL
9|8|10|NULL
9|9|10|NULL
9|10|10|NULL
9|11|10|NULL
9|12|10|NULL
9|14|10|NULL
9|15|10|NULL
9|16|10|NULL
10|5|10|NULL
10|6|10|NULL
10|7|10|NULL
10|9|10|NULL
10|10|10|NULL
10|11|10|NULL
10|12|10|NULL
10|13|10|NULL
10|14|10|NULL
10|16|10|NULL
10|17|10|NULL
10|18|10|NULL
10|19|10|NULL
11|1|10|NULL
11|2|10|NULL
11|3|10|NULL
11|4|10|NULL
11|5|10|NULL
11|6|10|NULL
11|7|10|NULL
11|9|10|NULL
11|10|10|NULL
11|12|10|NULL
11|13|10|NULL
11|15|10|NULL
11|16|10|NULL
11|18|10|NULL
11|20|10|NULL
11|21|10|NULL
11|22|10|NULL
12|1|10|NULL
12|3|10|NULL
12|4|10|NULL
12|5|10|NULL
12|6|10|NULL
12|7|10|NULL
12|8|10|NULL
12|10|10|NULL
12|11|10|NULL
12|13|10|NULL
12|14|10|NULL
12|15|10|NULL
12|16|10|NULL
12|17|10|NULL
12|18|10|NULL
12|19|10|NULL
12|20|10|NULL
12|21|10|NULL
12|22|10|NULL
13|1|10|NULL
13|2|10|NULL
13|3|10|NULL
13|4|10|NULL
13|5|10|NULL
13|8|10|NULL
13|9|10|NULL
13|10|10|NULL
13|12|10|NULL
13|13|10|NULL
13|14|10|NULL
13|15|10|NULL
13|16|10|NULL
13|17|10|NULL
13|18|10|NULL
13|19|10|NULL
13|20|10|NULL
13|21|10|NULL
13|23|10|NULL
13|24|10|NULL
13|26|10|NULL
13|27|10|NULL
13|28|10|NULL
13|29|10|NULL
14|1|10|NULL
14|2|10|NULL
14|3|10|NULL
14|4|10|NULL
14|5|10|NULL
14|6|10|NULL
14|7|10|NULL
14|8|10|NULL
14|9|10|NULL
14|11|10|NULL
14|12|10|NULL
14|13|10|NULL
14|14|10|NULL
14|21|10|NULL
14|22|10|NULL
14|23|10|NULL
14|28|10|NULL
14|29|10|NULL
14|31|10|NULL
15|1|10|NULL
15|2|10|NULL
15|3|10|NULL
15|4|10|NULL
15|5|10|NULL
15|7|10|NULL
15|8|10|NULL
15|9|10|NULL
15|10|10|NULL
15|11|10|NULL
15|12|10|NULL
15|13|10|NULL
15|14|10|NULL
15|15|10|NULL
15|16|10|NULL
15|17|10|NULL
15|18|10|NULL
15|19|10|NULL
15|20|10|NULL
15|21|10|NULL
4|25|10|NULL
1|30|10|NULL
4|28|10|NULL
1|2|11|NULL
1|3|11|NULL
1|7|11|NULL
1|8|11|NULL
1|9|11|NULL
1|10|11|NULL
1|11|11|NULL
1|12|11|NULL
1|13|11|NULL
1|14|11|NULL
1|15|11|NULL
1|16|11|NULL
1|17|11|NULL
1|25|11|NULL
1|28|11|NULL
2|25|11|NULL
3|1|11|NULL
3|2|11|NULL
3|3|11|NULL
3|13|11|NULL
3|18|11|NULL
3|20|11|NULL
4|1|11|NULL
4|3|11|NULL
4|4|11|NULL
4|5|11|NULL
4|6|11|NULL
4|7|11|NULL
4|8|11|NULL
4|12|11|NULL
4|13|11|NULL
4|19|11|NULL
4|20|11|NULL
4|21|11|NULL
4|22|11|NULL
4|23|11|NULL
5|1|11|NULL
5|2|11|NULL
5|3|11|NULL
5|11|11|NULL
5|16|11|NULL
5|17|11|NULL
5|18|11|NULL
5|19|11|NULL
5|20|11|NULL
5|21|11|NULL
5|22|11|NULL
6|1|11|NULL
6|2|11|NULL
6|3|11|NULL
6|4|11|NULL
6|5|11|NULL
6|7|11|NULL
6|8|11|NULL
6|12|11|NULL
6|13|11|NULL
6|14|11|NULL
6|16|11|NULL
6|21|11|NULL
7|1|11|NULL
7|3|11|NULL
7|4|11|NULL
7|5|11|NULL
7|7|11|NULL
7|9|11|NULL
7|11|11|NULL
7|13|11|NULL
7|14|11|NULL
7|15|11|NULL
7|17|11|NULL
7|18|11|NULL
7|20|11|NULL
7|21|11|NULL
7|22|11|NULL
7|24|11|NULL
8|1|11|NULL
8|3|11|NULL
8|4|11|NULL
8|5|11|NULL
8|6|11|NULL
8|7|11|NULL
8|8|11|NULL
8|13|11|NULL
8|14|11|NULL
8|15|11|NULL
9|2|11|NULL
9|3|11|NULL
9|4|11|NULL
9|5|11|NULL
9|6|11|NULL
9|7|11|NULL
9|8|11|NULL
9|9|11|NULL
9|10|11|NULL
9|11|11|NULL
9|12|11|NULL
9|14|11|NULL
9|15|11|NULL
9|16|11|NULL
10|5|11|NULL
10|6|11|NULL
10|10|11|NULL
10|11|11|NULL
10|13|11|NULL
10|14|11|NULL
10|18|11|NULL
10|19|11|NULL
11|1|11|NULL
11|2|11|NULL
11|3|11|NULL
11|4|11|NULL
11|6|11|NULL
11|7|11|NULL
11|9|11|NULL
11|10|11|NULL
11|13|11|NULL
11|15|11|NULL
11|16|11|NULL
11|20|11|NULL
11|21|11|NULL
11|22|11|NULL
12|1|11|NULL
12|3|11|NULL
12|5|11|NULL
12|7|11|NULL
12|8|11|NULL
12|10|11|NULL
12|11|11|NULL
12|13|11|NULL
12|14|11|NULL
12|15|11|NULL
12|16|11|NULL
12|18|11|NULL
12|19|11|NULL
12|21|11|NULL
12|22|11|NULL
13|1|11|NULL
13|2|11|NULL
13|3|11|NULL
13|4|11|NULL
13|5|11|NULL
13|8|11|NULL
13|9|11|NULL
13|10|11|NULL
13|13|11|NULL
13|14|11|NULL
13|15|11|NULL
13|16|11|NULL
13|17|11|NULL
13|19|11|NULL
13|20|11|NULL
13|23|11|NULL
13|26|11|NULL
13|27|11|NULL
13|29|11|NULL
14|3|11|NULL
14|6|11|NULL
14|7|11|NULL
14|8|11|NULL
14|9|11|NULL
14|11|11|NULL
14|12|11|NULL
14|13|11|NULL
14|14|11|NULL
14|21|11|NULL
14|22|11|NULL
14|23|11|NULL
14|28|11|NULL
14|29|11|NULL
14|31|11|NULL
15|1|11|NULL
15|3|11|NULL
15|4|11|NULL
15|5|11|NULL
15|7|11|NULL
15|9|11|NULL
15|10|11|NULL
15|11|11|NULL
15|14|11|NULL
15|16|11|NULL
15|17|11|NULL
15|18|11|NULL
15|19|11|NULL
15|20|11|NULL
15|21|11|NULL
4|25|11|NULL
1|30|11|NULL
4|28|11|NULL
1|2|12|NULL
1|3|12|NULL
1|7|12|NULL
1|9|12|NULL
1|10|12|NULL
1|11|12|NULL
1|12|12|NULL
1|13|12|NULL
1|14|12|NULL
1|16|12|NULL
1|28|12|NULL
2|25|12|NULL
3|1|12|NULL
3|2|12|NULL
4|1|12|NULL
4|3|12|NULL
4|5|12|NULL
4|6|12|NULL
4|7|12|NULL
4|8|12|NULL
4|12|12|NULL
4|20|12|NULL
4|21|12|NULL
4|22|12|NULL
4|23|12|NULL
5|1|12|NULL
5|3|12|NULL
5|16|12|NULL
5|20|12|NULL
5|21|12|NULL
5|22|12|NULL
6|1|12|NULL
6|2|12|NULL
6|4|12|NULL
6|5|12|NULL
6|7|12|NULL
6|12|12|NULL
6|13|12|NULL
6|14|12|NULL
6|16|12|NULL
6|21|12|NULL
7|3|12|NULL
7|13|12|NULL
7|14|12|NULL
7|17|12|NULL
7|18|12|NULL
7|20|12|NULL
7|21|12|NULL
7|22|12|NULL
8|1|12|NULL
8|3|12|NULL
8|7|12|NULL
8|15|12|NULL
9|2|12|NULL
9|3|12|NULL
9|6|12|NULL
9|7|12|NULL
9|8|12|NULL
9|9|12|NULL
9|10|12|NULL
9|11|12|NULL
9|12|12|NULL
9|14|12|NULL
9|16|12|NULL
10|5|12|NULL
10|6|12|NULL
10|10|12|NULL
10|13|12|NULL
10|18|12|NULL
10|19|12|NULL
11|1|12|NULL
11|3|12|NULL
11|4|12|NULL
11|7|12|NULL
11|9|12|NULL
11|21|12|NULL
12|5|12|NULL
12|7|12|NULL
12|8|12|NULL
12|10|12|NULL
12|11|12|NULL
12|14|12|NULL
12|15|12|NULL
12|16|12|NULL
12|18|12|NULL
12|19|12|NULL
12|21|12|NULL
12|22|12|NULL
13|1|12|NULL
13|2|12|NULL
13|3|12|NULL
13|4|12|NULL
13|5|12|NULL
13|10|12|NULL
13|13|12|NULL
13|15|12|NULL
13|16|12|NULL
13|17|12|NULL
13|19|12|NULL
13|20|12|NULL
13|23|12|NULL
14|3|12|NULL
14|6|12|NULL
14|7|12|NULL
14|8|12|NULL
14|9|12|NULL
14|11|12|NULL
14|12|12|NULL
14|13|12|NULL
14|22|12|NULL
14|23|12|NULL
14|28|12|NULL
14|31|12|NULL
15|1|12|NULL
15|3|12|NULL
15|4|12|NULL
15|5|12|NULL
15|7|12|NULL
15|10|12|NULL
15|11|12|NULL
15|17|12|NULL
15|18|12|NULL
15|20|12|NULL
15|21|12|NULL
4|25|12|NULL
1|30|12|NULL
1|2|13|NULL
1|3|13|NULL
1|7|13|NULL
1|9|13|NULL
1|10|13|NULL
1|11|13|NULL
1|12|13|NULL
1|13|13|NULL
1|28|13|NULL
2|25|13|NULL
4|1|13|NULL
4|3|13|NULL
4|21|13|NULL
5|3|13|NULL
5|22|13|NULL
6|5|13|NULL
6|7|13|NULL
6|13|13|NULL
6|16|13|NULL
7|3|13|NULL
7|13|13|NULL
7|14|13|NULL
7|17|13|NULL
7|18|13|NULL
7|20|13|NULL
7|21|13|NULL
7|22|13|NULL
8|1|13|NULL
8|3|13|NULL
8|7|13|NULL
8|15|13|NULL
9|2|13|NULL
9|3|13|NULL
9|7|13|NULL
9|8|13|NULL
9|9|13|NULL
9|14|13|NULL
9|16|13|NULL
10|5|13|NULL
10|6|13|NULL
10|19|13|NULL
11|1|13|NULL
11|4|13|NULL
12|7|13|NULL
12|10|13|NULL
12|11|13|NULL
12|15|13|NULL
12|16|13|NULL
12|18|13|NULL
12|19|13|NULL
12|21|13|NULL
12|22|13|NULL
13|1|13|NULL
13|2|13|NULL
13|3|13|NULL
13|4|13|NULL
13|10|13|NULL
13|13|13|NULL
13|16|13|NULL
13|17|13|NULL
14|6|13|NULL
14|7|13|NULL
14|8|13|NULL
14|9|13|NULL
14|11|13|NULL
14|23|13|NULL
15|3|13|NULL
15|4|13|NULL
15|5|13|NULL
15|7|13|NULL
15|10|13|NULL
15|11|13|NULL
15|18|13|NULL
15|21|13|NULL
1|30|13|NULL
1|2|14|NULL
1|3|14|NULL
1|9|14|NULL
1|10|14|NULL
1|11|14|NULL
1|12|14|NULL
1|13|14|NULL
4|1|14|NULL
6|16|14|NULL
7|13|14|NULL
7|21|14|NULL
7|22|14|NULL
8|1|14|NULL
8|3|14|NULL
8|7|14|NULL
8|15|14|NULL
9|7|14|NULL
9|9|14|NULL
9|14|14|NULL
10|5|14|NULL
10|6|14|NULL
11|1|14|NULL
12|15|14|NULL
12|16|14|NULL
12|18|14|NULL
12|22|14|NULL
13|1|14|NULL
13|4|14|NULL
13|10|14|NULL
13|13|14|NULL
14|7|14|NULL
14|8|14|NULL
14|9|14|NULL
14|11|14|NULL
14|23|14|NULL
15|4|14|NULL
15|5|14|NULL
15|11|14|NULL
1|2|15|NULL
1|3|15|NULL
1|9|15|NULL
1|10|15|NULL
1|11|15|NULL
1|13|15|NULL
7|13|15|NULL
8|1|15|NULL
8|7|15|NULL
8|15|15|NULL
9|14|15|NULL
12|15|15|NULL
12|16|15|NULL
12|18|15|NULL
12|22|15|NULL
13|1|15|NULL
13|4|15|NULL
13|10|15|NULL
13|13|15|NULL
14|7|15|NULL
14|8|15|NULL
14|9|15|NULL
14|11|15|NULL
15|11|15|NULL
1|2|16|NULL
1|3|16|NULL
1|9|16|NULL
1|10|16|NULL
1|13|16|NULL
8|1|16|NULL
8|7|16|NULL
8|15|16|NULL
12|15|16|NULL
12|16|16|NULL
13|4|16|NULL
14|7|16|NULL
14|9|16|NULL
14|11|16|NULL
15|11|16|NULL
1|2|17|NULL
1|3|17|NULL
1|9|17|NULL
1|13|17|NULL
8|1|17|NULL
8|15|17|NULL
12|16|17|NULL
14|11|17|NULL
1|2|18|NULL
1|3|18|NULL
1|9|18|NULL
1|13|18|NULL
8|1|18|NULL
8|15|18|NULL
12|16|18|NULL
1|2|19|NULL
1|3|19|NULL
1|9|19|NULL
8|1|19|NULL
8|15|19|NULL
12|16|19|NULL
1|2|20|NULL
1|9|20|NULL
8|1|20|NULL
12|16|20|NULL
1|2|21|NULL
1|9|21|NULL
8|1|21|NULL
12|16|21|NULL
1|2|22|NULL
8|1|22|NULL
1|2|23|NULL
8|1|23|NULL
8|1|24|NULL
